sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
MT632130.1	true	4869	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632129.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
MT632128.1	true	4567	11502	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
MT632126.1	true	4555	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
MT632125.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632124.1	true	4711	11502	0.000000000000	3Seq	ref_KJ439777	ref_DQ364460
MT632123.1	true	4566	11575	0.000000000000	3Seq	ref_KC248199	ref_AB677527
MT632122.1	true	4573	11575	0.000000000000	3Seq	ref_KC248199	ref_AB677527
MT632121.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632120.1	true	4537	11576	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
MT632119.1	true	4566	11284	0.000000000000	3Seq	ref_KC248198	ref_AB677527
MT632118.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632117.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
MT632116.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632115.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632114.1	true	4566	11171	0.000000000000	3Seq	ref_KC248198	ref_AB677527
MT632113.1	true	4566	11558	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
MT632112.1	true	4537	11559	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
MT632110.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MT632109.1	true	4567	11575	0.000000000000	3Seq	ref_KC248198	ref_AB677527
MT632108.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
MT632105.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
MN628592.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MN628580.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MN628579.1	true	1111	4830	0.000000000282	3Seq	ref_AB622121	ref_NC_030791
LC368440.1	true	4541	11128	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
LC368433.1	true	4667	11025	0.000000000000	3Seq	ref_KC248198	ref_AB622121
LC368400.1	true	4535	10507	0.000000000000	3Seq	ref_KC248198	ref_AB677530
MN164877.1	true	662	4474	0.000000000000	3Seq	ref_AB677527	ref_FJ462434
MN164876.1	true	4581	11487	0.000000000000	3Seq	ref_AF064490	ref_JF779679
MN164875.1	true	560	4262	0.000000000000	3Seq	ref_AB677530	ref_FJ462434
MN164872.1	true	663	4642	0.000000000000	3Seq	ref_JF779679	ref_JX227955
MN164871.1	true	4482	11124	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
MN164870.1	true	4572	10797	0.000000000000	3Seq	ref_M67463	ref_KC248195
MN164869.1	true	662	4419	0.000000000000	3Seq	ref_AB677527	ref_FJ025856
MN164868.1	true	237	4888	0.000000000000	3Seq	ref_AB677527	ref_AY651061
MN164867.1	true	490	4651	0.000000000000	3Seq	ref_JF779679	ref_KJ439772
MN164866.1	true	560	4262	0.000000000000	3Seq	ref_AB677530	ref_FJ462434
MN164865.1	true	732	4691	0.000000000000	3Seq	ref_DQ364460	ref_EF424626
MN164864.1	true	852	4683	0.000000000000	3Seq	ref_DQ364460	ref_D84263
MN164863.1	true	4848	11047	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MN164862.1	true	237	4803	0.000000000000	3Seq	ref_JF779679	ref_KC248198
MN164861.1	true	703	4688	0.000000000000	3Seq	ref_AB677527	ref_EF424626
MN164860.1	true	703	4688	0.000000000000	3Seq	ref_AB677527	ref_EF424626
MN164859.1	true	4690	10715	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
MN164858.1	true	4690	10715	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
MN164857.1	true	490	4863	0.000000000000	3Seq	ref_JF779679	ref_AY651061
MN164855.1	true	4702	11125	0.000000000000	3Seq	ref_HQ537007	ref_AB622121
MN164854.1	true	4919	10835	0.000000000000	3Seq	ref_AY651061	ref_JF779679
MN164853.1	true	4722	10634	0.000000000000	3Seq	ref_HQ537007	ref_JF779679
MN164852.1	true	1082	4614	0.000000000000	3Seq	ref_JF779679	ref_EF424628
MN164851.1	true	237	4656	0.000000000000	3Seq	ref_AB677530	ref_AY651061
MN164850.1	true	664	4622	0.000000000000	3Seq	ref_JF779679	ref_HQ537007
MN164848.1	true	4695	11487	0.000000000000	3Seq	ref_FJ462437	ref_JF779679
MN164847.1	true	247	4810	0.000000000000	3Seq	ref_JF779679	ref_HQ537007
MN164846.1	true	4650	11136	0.000000000000	3Seq	ref_KC248198	ref_JF779679
MN164845.1	true	4723	11136	0.000000000000	3Seq	ref_KC248198	ref_JF779679
MN164844.1	true	903	4671	0.000000000000	3Seq	ref_AB622121	ref_D84263
MN164843.1	true	903	4447	0.000000000000	3Seq	ref_AY587845	ref_D84263
MK548369.1	true	4688	11548	0.000000000000	3Seq	ref_AB030907	ref_EF407457
MK548367.1	true	4698	11548	0.000000000000	3Seq	ref_AB030907	ref_EF407457
MK527509.1	true	4442	11575	0.000000000000	3Seq	ref_AB031663	ref_M58335
MK039720.1	true	4437	11575	0.000000000000	3Seq	ref_AB031663	ref_EU781828
MH885469.1	true	1109	4569	0.000000000000	3Seq	ref_JF779679	ref_EF632071
LC435030.1	true	4545	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC435029.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC435026.1	true	4545	11287	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC435025.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC435022.1	true	4569	11584	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KY348757.1	true	264	4575	0.000000000000	3Seq	ref_DQ364460	ref_FJ462433
KX767077.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767076.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767075.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767074.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767073.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767072.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767071.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767070.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767069.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767068.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767067.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767066.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767065.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767064.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767063.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767062.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767061.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767060.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767059.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767058.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767057.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767056.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767055.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767054.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767053.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767052.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767051.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767050.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767049.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767048.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767047.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767046.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767045.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767044.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767043.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767042.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767041.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767040.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767039.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767038.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767037.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767036.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767035.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767034.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX767033.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767032.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767031.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767030.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767029.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767028.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767027.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767026.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767025.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767024.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767023.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767022.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767021.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767020.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767019.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767018.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767017.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767016.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767015.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767014.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767012.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767011.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767010.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767009.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767008.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767007.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767006.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767005.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767004.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767003.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767002.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767001.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX767000.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766999.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766998.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766997.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766996.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766995.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766994.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766993.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766992.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766991.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KX766990.1	true	4541	11559	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KY883982.1	true	4437	11548	0.000000000000	3Seq	ref_AB031663	ref_EU781827
KY883981.1	true	4437	11262	0.000000000000	3Seq	ref_AB031663	ref_EU781827
KY780123.1	true	4441	11555	0.000000000000	3Seq	ref_AB031663	ref_EU781828
KY780122.1	true	4437	11548	0.000000000000	3Seq	ref_AB031663	ref_EU781828
KY120328.1	true	4536	11428	0.000000000000	3Seq	ref_KJ439777	ref_AB677530
KX621544.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621543.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621542.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621538.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621536.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621535.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621533.1	true	490	4833	0.000000000000	3Seq	ref_JF779679	ref_AY651061
KX621529.1	true	4794	11113	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621528.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621526.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621524.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621523.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621514.1	true	4845	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621512.1	true	4869	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621510.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621509.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621505.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621504.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621500.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621495.1	true	4939	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621493.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621485.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621484.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621482.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621474.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621473.1	true	4889	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621471.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621468.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621466.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621465.1	true	4941	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621464.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621463.1	true	4845	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621462.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621461.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621460.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621459.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621458.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621457.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621456.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621455.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621452.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621451.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621450.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621449.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621448.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621446.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621445.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621444.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621442.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621440.1	true	4794	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621439.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621437.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621436.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621435.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621430.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621427.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621425.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621424.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621423.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KX621422.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KJ437300.2	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KJ437295.2	true	4563	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU862833.1	true	4833	11477	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU862827.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU862824.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
LC011929.1	true	4537	11574	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
KU871306.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KU871305.1	true	1163	4750	0.000000000000	3Seq	ref_JF779679	ref_AY651061
KU871304.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KU871303.1	true	4805	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KU871302.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KU871301.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KU871300.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
LC011931.1	true	4541	11585	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
LC011930.1	true	4541	11585	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
LC011928.1	true	4537	11574	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
LC011927.1	true	4537	11574	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
KT983617.1	true	4580	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KT735187.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KT735186.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KT735181.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KT735180.1	true	4569	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KT735179.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KT735178.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KR870888.1	true	3486	11551	0.000000000000	3Seq	ref_JF735132	ref_KC248194
KM587615.1	true	4537	11585	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KM587614.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM277581.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277580.1	true	4541	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KM277579.1	true	4581	11499	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277578.1	true	4566	11536	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277577.1	true	4566	11536	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277576.1	true	4540	11543	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
KM277574.1	true	4573	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277572.1	true	4569	11242	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
KM277570.1	true	4566	11536	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM277569.1	true	4541	11457	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
KM277568.1	true	4707	11534	0.000000000000	3Seq	ref_KJ439777	ref_DQ364460
KM102770.1	true	4437	11562	0.000000000000	3Seq	ref_AB031663	ref_EU781827
KM102769.1	true	4437	11562	0.000000000000	3Seq	ref_AB031663	ref_EU781828
KM102768.1	true	4437	11562	0.000000000000	3Seq	ref_AB031663	ref_EU781827
KM102767.1	true	4692	11432	0.000000000000	3Seq	ref_AB030907	ref_D90208
KM102766.1	true	4711	11562	0.000000000000	3Seq	ref_AB030907	ref_D90208
KM102764.1	true	4752	11432	0.000000000000	3Seq	ref_AB030907	ref_D90208
KM102763.1	true	4689	11605	0.000000000000	3Seq	ref_AB030907	ref_EF407457
KM102762.1	true	4688	11231	0.000000000000	3Seq	ref_AB030907	ref_HQ850279
KM102760.1	true	4686	11487	0.000000000000	3Seq	ref_AB030907	ref_EF407457
KM043285.1	true	4573	11585	0.000000000000	3Seq	ref_KC248198	ref_AB677527
KM043279.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043278.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043277.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043276.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043275.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043274.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043273.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
KM043272.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU660385.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU660384.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU660383.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU595699.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU595698.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256107.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256106.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256105.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256104.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256103.1	true	4537	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256102.1	true	4563	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256101.1	true	4567	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256100.1	true	4563	11199	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256099.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256098.1	true	4537	11558	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
EU256097.1	true	4941	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256096.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256095.1	true	4833	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256094.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256092.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256091.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256090.1	true	4564	11282	0.000000000000	3Seq	ref_KC248198	ref_AB677530
EU256089.1	true	4541	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256088.1	true	4541	11284	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256087.1	true	4845	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256085.1	true	4537	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256084.1	true	4567	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256083.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256082.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256081.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256080.1	true	4541	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
EU256079.1	true	4563	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256078.1	true	4566	11558	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
EU256077.1	true	4566	11559	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256076.1	true	4566	11555	0.000000000000	3Seq	ref_KC248198	ref_AB677527
EU256075.1	true	4566	11558	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
EU256074.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256073.1	true	4794	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256072.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256071.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256070.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256069.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256068.1	true	4941	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
EU256067.1	true	4845	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
